Territory X Date,target
Bahrain X 5/12/20,9
Bahrain X 5/13/20,9
Bangladesh X 5/7/20,189
Bangladesh X 5/8/20,192
Bangladesh X 5/9/20,195
Bangladesh X 5/10/20,197
Bangladesh X 5/11/20,200
Bangladesh X 5/12/20,202
Bangladesh X 5/13/20,206
Barbados X 5/7/20,8
Barbados X 5/8/20,7
Barbados X 5/9/20,7
Barbados X 5/10/20,8
Barbados X 5/11/20,8
Barbados X 5/12/20,8
Barbados X 5/13/20,7
Belarus X 5/7/20,117
Belarus X 5/8/20,121
Belarus X 5/9/20,125
Belarus X 5/10/20,130
Belarus X 5/11/20,135
Belarus X 5/12/20,139
Belarus X 5/13/20,144
Belgium X 5/7/20,8544
Belgium X 5/8/20,8679
Belgium X 5/9/20,8871
Belgium X 5/10/20,9085
Belgium X 5/11/20,9284
Belgium X 5/12/20,9508
Belgium X 5/13/20,9719
Belize X 5/7/20,3
Belize X 5/8/20,2
Belize X 5/9/20,2
Belize X 5/10/20,2
Belize X 5/11/20,2
Belize X 5/12/20,2
Belize X 5/13/20,2
Benin X 5/7/20,2
Benin X 5/8/20,2
Benin X 5/9/20,2
Benin X 5/10/20,2
Benin X 5/11/20,2
Benin X 5/12/20,2
Benin X 5/13/20,2
Bermuda X 5/7/20,8
Bermuda X 5/8/20,8
Bermuda X 5/9/20,8
Bermuda X 5/10/20,8
Bermuda X 5/11/20,8
Bermuda X 5/12/20,8
Bermuda X 5/13/20,8
Bhutan X 5/7/20,0
Bhutan X 5/8/20,0
Bhutan X 5/9/20,0
Bhutan X 5/10/20,0
Bhutan X 5/11/20,0
Bhutan X 5/12/20,0
Bhutan X 5/13/20,0
Bolivia (Plurinational State of) X 5/7/20,97
Bolivia (Plurinational State of) X 5/8/20,103
Bolivia (Plurinational State of) X 5/9/20,109
Bolivia (Plurinational State of) X 5/10/20,115
Bolivia (Plurinational State of) X 5/11/20,121
Bolivia (Plurinational State of) X 5/12/20,129
Bolivia (Plurinational State of) X 5/13/20,137
Bosnia and Herzegovina X 5/7/20,91
Bosnia and Herzegovina X 5/8/20,95
Bosnia and Herzegovina X 5/9/20,100
Bosnia and Herzegovina X 5/10/20,105
Bosnia and Herzegovina X 5/11/20,110
Bosnia and Herzegovina X 5/12/20,115
Bosnia and Herzegovina X 5/13/20,121
Botswana X 5/7/20,1
Botswana X 5/8/20,1
Botswana X 5/9/20,1
Botswana X 5/10/20,1
Botswana X 5/11/20,1
Botswana X 5/12/20,1
Botswana X 5/13/20,1
Brazil X 5/7/20,9235
Brazil X 5/8/20,9853
Brazil X 5/9/20,10420
Brazil X 5/10/20,11035
Brazil X 5/11/20,11662
Brazil X 5/12/20,12427
Brazil X 5/13/20,13195
Brunei Darussalam X 5/7/20,1
Brunei Darussalam X 5/8/20,1
Brunei Darussalam X 5/9/20,1
Brunei Darussalam X 5/10/20,1
Brunei Darussalam X 5/11/20,1
Brunei Darussalam X 5/12/20,1
Brunei Darussalam X 5/13/20,1
Bulgaria X 5/7/20,87
Bulgaria X 5/8/20,91
Bulgaria X 5/9/20,95
Bulgaria X 5/10/20,98
Bulgaria X 5/11/20,102
Bulgaria X 5/12/20,105
Bulgaria X 5/13/20,109
Burkina Faso X 5/7/20,49
Burkina Faso X 5/8/20,50
Burkina Faso X 5/9/20,50
Burkina Faso X 5/10/20,51
Burkina Faso X 5/11/20,52
Burkina Faso X 5/12/20,52
Burkina Faso X 5/13/20,54
Burundi X 5/7/20,1
Burundi X 5/8/20,1
Burundi X 5/9/20,1
Burundi X 5/10/20,1
Burundi X 5/11/20,2
Burundi X 5/12/20,2
Burundi X 5/13/20,2
Cabo Verde X 5/7/20,2
Cabo Verde X 5/8/20,2
Cabo Verde X 5/9/20,2
Cabo Verde X 5/10/20,2
Cabo Verde X 5/11/20,2
Cabo Verde X 5/12/20,2
Cabo Verde X 5/13/20,2
Cambodia X 5/7/20,0
Cambodia X 5/8/20,0
Cambodia X 5/9/20,0
Cambodia X 5/10/20,0
Cambodia X 5/11/20,0
Cambodia X 5/12/20,0
Cambodia X 5/13/20,0
Cameroon X 5/7/20,116
Cameroon X 5/8/20,126
Cameroon X 5/9/20,134
Cameroon X 5/10/20,143
Cameroon X 5/11/20,153
Cameroon X 5/12/20,166
Cameroon X 5/13/20,180
Canada X 5/7/20,4566
Canada X 5/8/20,4761
Canada X 5/9/20,4970
Canada X 5/10/20,5175
Canada X 5/11/20,5389
Canada X 5/12/20,5617
Canada X 5/13/20,5849
Cayman Islands X 5/7/20,1
Cayman Islands X 5/8/20,1
Cayman Islands X 5/9/20,1
Cayman Islands X 5/10/20,1
Cayman Islands X 5/11/20,3
Cayman Islands X 5/12/20,3
Cayman Islands X 5/13/20,3
Central African Republic (the) X 5/7/20,0
Central African Republic (the) X 5/8/20,0
Central African Republic (the) X 5/9/20,0
Central African Republic (the) X 5/10/20,0
Central African Republic (the) X 5/11/20,0
Central African Republic (the) X 5/12/20,0
Central African Republic (the) X 5/13/20,0
Chad X 5/7/20,20
Chad X 5/8/20,23
Chad X 5/9/20,26
Chad X 5/10/20,30
Chad X 5/11/20,35
Chad X 5/12/20,40
Chad X 5/13/20,46
Chile X 5/7/20,290
Chile X 5/8/20,299
Chile X 5/9/20,308
Chile X 5/10/20,317
Chile X 5/11/20,326
Chile X 5/12/20,335
Chile X 5/13/20,344
China X 5/7/20,4707
China X 5/8/20,4745
China X 5/9/20,4779
China X 5/10/20,4799
China X 5/11/20,4817
China X 5/12/20,4846
China X 5/13/20,4870
Colombia X 5/7/20,422
Colombia X 5/8/20,445
Colombia X 5/9/20,474
Colombia X 5/10/20,496
Colombia X 5/11/20,514
Colombia X 5/12/20,541
Colombia X 5/13/20,560
Comoros (the) X 5/7/20,0
Comoros (the) X 5/8/20,0
Comoros (the) X 5/9/20,0
Comoros (the) X 5/10/20,0
Comoros (the) X 5/11/20,0
Comoros (the) X 5/12/20,0
Comoros (the) X 5/13/20,0
Congo (the) X 5/7/20,10
Congo (the) X 5/8/20,10
Congo (the) X 5/9/20,10
Congo (the) X 5/10/20,10
Congo (the) X 5/11/20,10
Congo (the) X 5/12/20,10
Congo (the) X 5/13/20,10
Costa Rica X 5/7/20,7
Costa Rica X 5/8/20,7
Costa Rica X 5/9/20,7
Costa Rica X 5/10/20,7
Costa Rica X 5/11/20,7
Costa Rica X 5/12/20,7
Costa Rica X 5/13/20,7
Croatia X 5/7/20,89
Croatia X 5/8/20,93
Croatia X 5/9/20,97
Croatia X 5/10/20,100
Croatia X 5/11/20,104
Croatia X 5/12/20,106
Croatia X 5/13/20,110
Cuba X 5/7/20,70
Cuba X 5/8/20,71
Cuba X 5/9/20,72
Cuba X 5/10/20,73
Cuba X 5/11/20,73
Cuba X 5/12/20,75
Cuba X 5/13/20,76
Curacao X 5/7/20,1
Curacao X 5/8/20,1
Curacao X 5/9/20,2
Curacao X 5/10/20,1
Curacao X 5/11/20,2
Curacao X 5/12/20,1
Curacao X 5/13/20,2
Cyprus X 5/7/20,16
Cyprus X 5/8/20,16
Cyprus X 5/9/20,16
Cyprus X 5/10/20,16
Cyprus X 5/11/20,16
Cyprus X 5/12/20,16
Cyprus X 5/13/20,16
Czechia X 5/7/20,266
Czechia X 5/8/20,272
Czechia X 5/9/20,277
Czechia X 5/10/20,282
Czechia X 5/11/20,288
Czechia X 5/12/20,290
Czechia X 5/13/20,297
Côte d'Ivoire X 5/7/20,19
Côte d'Ivoire X 5/8/20,19
Côte d'Ivoire X 5/9/20,20
Côte d'Ivoire X 5/10/20,21
Côte d'Ivoire X 5/11/20,22
Côte d'Ivoire X 5/12/20,22
Côte d'Ivoire X 5/13/20,22
Democratic People's Republic of Korea (the) X 5/7/20,259
Democratic People's Republic of Korea (the) X 5/8/20,258
Democratic People's Republic of Korea (the) X 5/9/20,261
Democratic People's Republic of Korea (the) X 5/10/20,262
Democratic People's Republic of Korea (the) X 5/11/20,261
Democratic People's Republic of Korea (the) X 5/12/20,265
Democratic People's Republic of Korea (the) X 5/13/20,266
Democratic Republic of the Congo (the) X 5/7/20,36
Democratic Republic of the Congo (the) X 5/8/20,37
Democratic Republic of the Congo (the) X 5/9/20,37
Democratic Republic of the Congo (the) X 5/10/20,37
Democratic Republic of the Congo (the) X 5/11/20,38
Democratic Republic of the Congo (the) X 5/12/20,38
Democratic Republic of the Congo (the) X 5/13/20,39
Denmark X 5/7/20,514
Denmark X 5/8/20,520
Denmark X 5/9/20,527
Denmark X 5/10/20,534
Denmark X 5/11/20,541
Denmark X 5/12/20,548
Denmark X 5/13/20,553
Djibouti X 5/7/20,4
Djibouti X 5/8/20,6
Djibouti X 5/9/20,7
Djibouti X 5/10/20,7
Djibouti X 5/11/20,7
Djibouti X 5/12/20,7
Djibouti X 5/13/20,7
Dominica X 5/7/20,0
Dominica X 5/8/20,0
Dominica X 5/9/20,0
Dominica X 5/10/20,0
Dominica X 5/11/20,0
Dominica X 5/12/20,0
Dominica X 5/13/20,0
Dominican Republic (the) X 5/7/20,371
Dominican Republic (the) X 5/8/20,381
Dominican Republic (the) X 5/9/20,390
Dominican Republic (the) X 5/10/20,385
Dominican Republic (the) X 5/11/20,397
Dominican Republic (the) X 5/12/20,410
Dominican Republic (the) X 5/13/20,421
Ecuador X 5/7/20,1627
Ecuador X 5/8/20,1656
Ecuador X 5/9/20,1680
Ecuador X 5/10/20,1707
Ecuador X 5/11/20,1741
Ecuador X 5/12/20,1763
Ecuador X 5/13/20,1792
Egypt X 5/7/20,482
Egypt X 5/8/20,496
Egypt X 5/9/20,511
Egypt X 5/10/20,525
Egypt X 5/11/20,543
Egypt X 5/12/20,561
Egypt X 5/13/20,581
El Salvador X 5/7/20,17
El Salvador X 5/8/20,17
El Salvador X 5/9/20,17
El Salvador X 5/10/20,17
El Salvador X 5/11/20,18
El Salvador X 5/12/20,18
El Salvador X 5/13/20,18
Equatorial Guinea X 5/7/20,4
Equatorial Guinea X 5/8/20,4
Equatorial Guinea X 5/9/20,4
Equatorial Guinea X 5/10/20,4
Equatorial Guinea X 5/11/20,4
Equatorial Guinea X 5/12/20,4
Equatorial Guinea X 5/13/20,4
Eritrea X 5/7/20,0
Eritrea X 5/8/20,0
Eritrea X 5/9/20,0
Eritrea X 5/10/20,0
Eritrea X 5/11/20,0
Eritrea X 5/12/20,0
Eritrea X 5/13/20,0
Estonia X 5/7/20,55
Estonia X 5/8/20,55
Estonia X 5/9/20,55
Estonia X 5/10/20,56
Estonia X 5/11/20,56
Estonia X 5/12/20,57
Estonia X 5/13/20,58
Eswatini X 5/7/20,2
Eswatini X 5/8/20,2
Eswatini X 5/9/20,2
Eswatini X 5/10/20,2
Eswatini X 5/11/20,2
Eswatini X 5/12/20,2
Eswatini X 5/13/20,2
Ethiopia X 5/7/20,5
Ethiopia X 5/8/20,4
Ethiopia X 5/9/20,4
Ethiopia X 5/10/20,4
Ethiopia X 5/11/20,4
Ethiopia X 5/12/20,4
Ethiopia X 5/13/20,4
Faroe Islands X 5/7/20,0
Faroe Islands X 5/8/20,0
Faroe Islands X 5/9/20,0
Faroe Islands X 5/10/20,0
Faroe Islands X 5/11/20,0
Faroe Islands X 5/12/20,0
Faroe Islands X 5/13/20,0
Fiji X 5/7/20,0
Fiji X 5/8/20,0
Fiji X 5/9/20,0
Fiji X 5/10/20,0
Fiji X 5/11/20,0
Fiji X 5/12/20,0
Fiji X 5/13/20,0
Finland X 5/7/20,258
Finland X 5/8/20,267
Finland X 5/9/20,272
Finland X 5/10/20,280
Finland X 5/11/20,287
Finland X 5/12/20,294
Finland X 5/13/20,303
France X 5/7/20,26031
France X 5/8/20,26297
France X 5/9/20,26550
France X 5/10/20,26788
France X 5/11/20,27059
France X 5/12/20,27284
France X 5/13/20,27491
French Guiana X 5/7/20,1
French Guiana X 5/8/20,1
French Guiana X 5/9/20,1
French Guiana X 5/10/20,1
French Guiana X 5/11/20,1
French Guiana X 5/12/20,1
French Guiana X 5/13/20,1
French Polynesia X 5/7/20,0
French Polynesia X 5/8/20,0
French Polynesia X 5/9/20,0
French Polynesia X 5/10/20,0
French Polynesia X 5/11/20,0
French Polynesia X 5/12/20,0
French Polynesia X 5/13/20,0
Gabon X 5/7/20,7
Gabon X 5/8/20,7
Gabon X 5/9/20,7
Gabon X 5/10/20,7
Gabon X 5/11/20,7
Gabon X 5/12/20,7
Gabon X 5/13/20,7
Gambia (the) X 5/7/20,1
Gambia (the) X 5/8/20,1
Gambia (the) X 5/9/20,1
Gambia (the) X 5/10/20,1
Gambia (the) X 5/11/20,1
Gambia (the) X 5/12/20,1
Gambia (the) X 5/13/20,1
Georgia X 5/7/20,10
Georgia X 5/8/20,10
Georgia X 5/9/20,10
Georgia X 5/10/20,10
Georgia X 5/11/20,10
Georgia X 5/12/20,11
Georgia X 5/13/20,11
Germany X 5/7/20,7434
Germany X 5/8/20,7518
Germany X 5/9/20,7457
Germany X 5/10/20,7634
Germany X 5/11/20,7727
Germany X 5/12/20,7768
Germany X 5/13/20,8113
Ghana X 5/7/20,18
Ghana X 5/8/20,18
Ghana X 5/9/20,19
Ghana X 5/10/20,19
Ghana X 5/11/20,19
Ghana X 5/12/20,19
Ghana X 5/13/20,19
Greece X 5/7/20,149
Greece X 5/8/20,149
Greece X 5/9/20,152
Greece X 5/10/20,154
Greece X 5/11/20,155
Greece X 5/12/20,157
Greece X 5/13/20,158
Greenland X 5/7/20,0
Greenland X 5/8/20,0
Greenland X 5/9/20,0
Greenland X 5/10/20,0
Greenland X 5/11/20,0
Greenland X 5/12/20,0
Greenland X 5/13/20,0
Grenada X 5/7/20,0
Grenada X 5/8/20,0
Grenada X 5/9/20,0
Grenada X 5/10/20,0
Grenada X 5/11/20,0
Grenada X 5/12/20,0
Grenada X 5/13/20,0
Guadeloupe X 5/7/20,14
Guadeloupe X 5/8/20,14
Guadeloupe X 5/9/20,14
Guadeloupe X 5/10/20,14
Guadeloupe X 5/11/20,14
Guadeloupe X 5/12/20,14
Guadeloupe X 5/13/20,14
Guatemala X 5/7/20,22
Guatemala X 5/8/20,23
Guatemala X 5/9/20,24
Guatemala X 5/10/20,27
Guatemala X 5/11/20,28
Guatemala X 5/12/20,29
Guatemala X 5/13/20,30
Guinea X 5/7/20,12
Guinea X 5/8/20,13
Guinea X 5/9/20,13
Guinea X 5/10/20,14
Guinea X 5/11/20,14
Guinea X 5/12/20,15
Guinea X 5/13/20,16
Guinea-Bissau X 5/7/20,3
Guinea-Bissau X 5/8/20,3
Guinea-Bissau X 5/9/20,3
Guinea-Bissau X 5/10/20,3
Guinea-Bissau X 5/11/20,3
Guinea-Bissau X 5/12/20,3
Guinea-Bissau X 5/13/20,3
Guyana X 5/7/20,12
Guyana X 5/8/20,12
Guyana X 5/9/20,12
Guyana X 5/10/20,12
Guyana X 5/11/20,12
Guyana X 5/12/20,12
Guyana X 5/13/20,12
Haiti X 5/7/20,14
Haiti X 5/8/20,14
Haiti X 5/9/20,15
Haiti X 5/10/20,17
Haiti X 5/11/20,17
Haiti X 5/12/20,18
Haiti X 5/13/20,19
Honduras X 5/7/20,104
Honduras X 5/8/20,110
Honduras X 5/9/20,115
Honduras X 5/10/20,121
Honduras X 5/11/20,126
Honduras X 5/12/20,133
Honduras X 5/13/20,139
Hungary X 5/7/20,384
Hungary X 5/8/20,395
Hungary X 5/9/20,406
Hungary X 5/10/20,418
Hungary X 5/11/20,429
Hungary X 5/12/20,441
Hungary X 5/13/20,452
Iceland X 5/7/20,11
Iceland X 5/8/20,10
Iceland X 5/9/20,10
Iceland X 5/10/20,15
Iceland X 5/11/20,10
Iceland X 5/12/20,11
Iceland X 5/13/20,11
India X 5/7/20,1944
India X 5/8/20,2068
India X 5/9/20,2228
India X 5/10/20,2395
India X 5/11/20,2546
India X 5/12/20,2713
India X 5/13/20,2856
Indonesia X 5/7/20,901
Indonesia X 5/8/20,919
Indonesia X 5/9/20,935
Indonesia X 5/10/20,938
Indonesia X 5/11/20,950
Indonesia X 5/12/20,947
Indonesia X 5/13/20,995
Iran (Islamic Republic of) X 5/7/20,6505
Iran (Islamic Republic of) X 5/8/20,6599
Iran (Islamic Republic of) X 5/9/20,6703
Iran (Islamic Republic of) X 5/10/20,6820
Iran (Islamic Republic of) X 5/11/20,6950
Iran (Islamic Republic of) X 5/12/20,7085
Iran (Islamic Republic of) X 5/13/20,7229
Iraq X 5/7/20,104
Iraq X 5/8/20,106
Iraq X 5/9/20,108
Iraq X 5/10/20,109
Iraq X 5/11/20,109
Iraq X 5/12/20,111
Iraq X 5/13/20,113
Ireland X 5/7/20,1403
Ireland X 5/8/20,1442
Ireland X 5/9/20,1467
Ireland X 5/10/20,1535
Ireland X 5/11/20,1567
Ireland X 5/12/20,1581
Ireland X 5/13/20,1605
Israel X 5/7/20,242
Israel X 5/8/20,245
Israel X 5/9/20,246
Israel X 5/10/20,248
Israel X 5/11/20,250
Israel X 5/12/20,252
Israel X 5/13/20,254
Italy X 5/7/20,29809
Italy X 5/8/20,30413
Italy X 5/9/20,30730
Italy X 5/10/20,31226
Italy X 5/11/20,31724
Italy X 5/12/20,32222
Italy X 5/13/20,32859
Jamaica X 5/7/20,10
Jamaica X 5/8/20,10
Jamaica X 5/9/20,10
Jamaica X 5/10/20,10
Jamaica X 5/11/20,10
Jamaica X 5/12/20,10
Jamaica X 5/13/20,10
Japan X 5/7/20,575
Japan X 5/8/20,597
Japan X 5/9/20,615
Japan X 5/10/20,640
Japan X 5/11/20,671
Japan X 5/12/20,706
Japan X 5/13/20,727
Jordan X 5/7/20,9
Jordan X 5/8/20,9
Jordan X 5/9/20,9
Jordan X 5/10/20,9
Jordan X 5/11/20,9
Jordan X 5/12/20,9
Jordan X 5/13/20,9
Kazakhstan X 5/7/20,31
Kazakhstan X 5/8/20,31
Kazakhstan X 5/9/20,31
Kazakhstan X 5/10/20,31
Kazakhstan X 5/11/20,32
Kazakhstan X 5/12/20,32
Kazakhstan X 5/13/20,32
Kenya X 5/7/20,28
Kenya X 5/8/20,29
Kenya X 5/9/20,30
Kenya X 5/10/20,31
Kenya X 5/11/20,32
Kenya X 5/12/20,34
Kenya X 5/13/20,35
Kiribati X 5/7/20,0
Kiribati X 5/8/20,0
Kiribati X 5/9/20,0
Kiribati X 5/10/20,0
Kiribati X 5/11/20,0
Kiribati X 5/12/20,0
Kiribati X 5/13/20,0
Kuwait X 5/7/20,45
Kuwait X 5/8/20,47
Kuwait X 5/9/20,50
Kuwait X 5/10/20,53
Kuwait X 5/11/20,57
Kuwait X 5/12/20,60
Kuwait X 5/13/20,63
Kyrgyzstan X 5/7/20,13
Kyrgyzstan X 5/8/20,13
Kyrgyzstan X 5/9/20,14
Kyrgyzstan X 5/10/20,14
Kyrgyzstan X 5/11/20,15
Kyrgyzstan X 5/12/20,16
Kyrgyzstan X 5/13/20,16
Lao People's Democratic Republic (the) X 5/7/20,0
Lao People's Democratic Republic (the) X 5/8/20,0
Lao People's Democratic Republic (the) X 5/9/20,0
Lao People's Democratic Republic (the) X 5/10/20,0
Lao People's Democratic Republic (the) X 5/11/20,0
Lao People's Democratic Republic (the) X 5/12/20,0
Lao People's Democratic Republic (the) X 5/13/20,0
Latvia X 5/7/20,19
Latvia X 5/8/20,19
Latvia X 5/9/20,19
Latvia X 5/10/20,21
Latvia X 5/11/20,21
Latvia X 5/12/20,22
Latvia X 5/13/20,22
Lebanon X 5/7/20,25
Lebanon X 5/8/20,25
Lebanon X 5/9/20,24
Lebanon X 5/10/20,24
Lebanon X 5/11/20,23
Lebanon X 5/12/20,23
Lebanon X 5/13/20,23
Lesotho X 5/7/20,0
Lesotho X 5/8/20,0
Lesotho X 5/9/20,0
Lesotho X 5/10/20,0
Lesotho X 5/11/20,0
Lesotho X 5/12/20,0
Lesotho X 5/13/20,0
Liberia X 5/7/20,20
Liberia X 5/8/20,20
Liberia X 5/9/20,20
Liberia X 5/10/20,20
Liberia X 5/11/20,20
Liberia X 5/12/20,20
Liberia X 5/13/20,20
Libya X 5/7/20,3
Libya X 5/8/20,3
Libya X 5/9/20,3
Libya X 5/10/20,3
Libya X 5/11/20,3
Libya X 5/12/20,3
Libya X 5/13/20,3
Liechtenstein X 5/7/20,1
Liechtenstein X 5/8/20,1
Liechtenstein X 5/9/20,1
Liechtenstein X 5/10/20,1
Liechtenstein X 5/11/20,1
Liechtenstein X 5/12/20,1
Liechtenstein X 5/13/20,1
Lithuania X 5/7/20,49
Lithuania X 5/8/20,48
Lithuania X 5/9/20,48
Lithuania X 5/10/20,49
Lithuania X 5/11/20,50
Lithuania X 5/12/20,49
Lithuania X 5/13/20,50
Luxembourg X 5/7/20,99
Luxembourg X 5/8/20,100
Luxembourg X 5/9/20,102
Luxembourg X 5/10/20,103
Luxembourg X 5/11/20,104
Luxembourg X 5/12/20,105
Luxembourg X 5/13/20,107
Madagascar X 5/7/20,0
Madagascar X 5/8/20,0
Madagascar X 5/9/20,0
Madagascar X 5/10/20,0
Madagascar X 5/11/20,0
Madagascar X 5/12/20,0
Madagascar X 5/13/20,0
Malawi X 5/7/20,3
Malawi X 5/8/20,4
Malawi X 5/9/20,4
Malawi X 5/10/20,4
Malawi X 5/11/20,4
Malawi X 5/12/20,4
Malawi X 5/13/20,4
Malaysia X 5/7/20,108
Malaysia X 5/8/20,109
Malaysia X 5/9/20,110
Malaysia X 5/10/20,110
Malaysia X 5/11/20,111
Malaysia X 5/12/20,113
Malaysia X 5/13/20,114
Maldives X 5/7/20,2
Maldives X 5/8/20,2
Maldives X 5/9/20,2
Maldives X 5/10/20,2
Maldives X 5/11/20,2
Maldives X 5/12/20,2
Maldives X 5/13/20,2
Mali X 5/7/20,34
Mali X 5/8/20,36
Mali X 5/9/20,37
Mali X 5/10/20,38
Mali X 5/11/20,40
Mali X 5/12/20,40
Mali X 5/13/20,42
Malta X 5/7/20,5
Malta X 5/8/20,6
Malta X 5/9/20,5
Malta X 5/10/20,5
Malta X 5/11/20,6
Malta X 5/12/20,6
Malta X 5/13/20,6
Marshall Islands (the) X 5/7/20,0
Marshall Islands (the) X 5/8/20,0
Marshall Islands (the) X 5/9/20,0
Marshall Islands (the) X 5/10/20,0
Marshall Islands (the) X 5/11/20,0
Marshall Islands (the) X 5/12/20,0
Marshall Islands (the) X 5/13/20,0
Mauritania X 5/7/20,1
Mauritania X 5/8/20,1
Mauritania X 5/9/20,1
Mauritania X 5/10/20,1
Mauritania X 5/11/20,1
Mauritania X 5/12/20,1
Mauritania X 5/13/20,1
Mauritius X 5/7/20,10
Mauritius X 5/8/20,10
Mauritius X 5/9/20,10
Mauritius X 5/10/20,10
Mauritius X 5/11/20,10
Mauritius X 5/12/20,10
Mauritius X 5/13/20,10
Mayotte X 5/7/20,10
Mayotte X 5/8/20,11
Mayotte X 5/9/20,11
Mayotte X 5/10/20,12
Mayotte X 5/11/20,13
Mayotte X 5/12/20,14
Mayotte X 5/13/20,15
Mexico X 5/7/20,2936
Mexico X 5/8/20,3121
Mexico X 5/9/20,3332
Mexico X 5/10/20,3641
Mexico X 5/11/20,3935
Mexico X 5/12/20,4121
Mexico X 5/13/20,4468
Micronesia (Federated States of) X 5/7/20,0
Micronesia (Federated States of) X 5/8/20,0
Micronesia (Federated States of) X 5/9/20,0
Micronesia (Federated States of) X 5/10/20,0
Micronesia (Federated States of) X 5/11/20,0
Micronesia (Federated States of) X 5/12/20,0
Micronesia (Federated States of) X 5/13/20,0
Monaco X 5/7/20,4
Monaco X 5/8/20,4
Monaco X 5/9/20,4
Monaco X 5/10/20,4
Monaco X 5/11/20,4
Monaco X 5/12/20,4
Monaco X 5/13/20,5
Mongolia X 5/7/20,0
Mongolia X 5/8/20,0
Mongolia X 5/9/20,0
Mongolia X 5/10/20,0
Mongolia X 5/11/20,0
Mongolia X 5/12/20,0
Mongolia X 5/13/20,0
Montenegro X 5/7/20,8
Montenegro X 5/8/20,8
Montenegro X 5/9/20,9
Montenegro X 5/10/20,9
Montenegro X 5/11/20,9
Montenegro X 5/12/20,9
Montenegro X 5/13/20,9
Montserrat X 5/7/20,1
Montserrat X 5/8/20,1
Montserrat X 5/9/20,1
Montserrat X 5/10/20,1
Montserrat X 5/11/20,1
Montserrat X 5/12/20,1
Montserrat X 5/13/20,1
Morocco X 5/7/20,185
Morocco X 5/8/20,187
Morocco X 5/9/20,189
Morocco X 5/10/20,191
Morocco X 5/11/20,193
Morocco X 5/12/20,195
Morocco X 5/13/20,196
Mozambique X 5/7/20,0
Mozambique X 5/8/20,0
Mozambique X 5/9/20,0
Mozambique X 5/10/20,0
Mozambique X 5/11/20,0
Mozambique X 5/12/20,0
Mozambique X 5/13/20,0
Myanmar X 5/7/20,0
Myanmar X 5/8/20,0
Myanmar X 5/9/20,0
Myanmar X 5/10/20,0
Myanmar X 5/11/20,0
Myanmar X 5/12/20,0
Myanmar X 5/13/20,0
Namibia X 5/7/20,0
Namibia X 5/8/20,0
Namibia X 5/9/20,0
Namibia X 5/10/20,0
